,City Location,Company Name,Degree,Description,Job Title,Search Criteria,Source
2633,"Columbus, OH",Veeva Systems,user+support,"
We are currently seeking a talented Product Support Engineer in Columbus, OH, to join our busy Product Support Team....",Product Support Engineer,user+support,Indeed
2634,"Cincinnati, OH",Mercy Health,user+support,"
Supporting end users, including issue documentation, resolution, and follow up. Resolves issues and troubleshoots problems and provide customer support with...",Analyst 2,user+support,Indeed
2635,"Columbus, OH",TEKSystems,user+support,"
Company's Enterprise IT Service Desk team supports comany's employees This group's primary responsibility is providing level I technical support to employees...",User Experience Analyst,user+support,Indeed
2636,"Cincinnati, OH",arc-intel,user+support,"
Delivery of customer support services including installation, troubleshooting, support, user assistance, and co-worker training for multiple divisions and sites...",Eastern Region IT Lead,user+support,Indeed
2637,"Cincinnati, OH",CR architecture + design,user+support,"
5+ years' experience in an information technology environment Possess excellent communication skills and able to effectively engage with end users Share a...",Technology Systems Administrator,user+support,Indeed
2638,"Columbus, OH",JPMorgan Chase,user+support,"
Users of these systems are subject to enhanced screening which includes both criminal and credit background checks, and/or other enhanced screening at the time...",Mainframe and Midrange Operations Analyst,user+support,Indeed
2639,"Columbus, OH",Greystone Healthcare Management,user+support,"
Coach and train new end users on the applicant tracking system. Assess and allocate resources that meet the needs of support pertaining to employee education...",Healthcare Recruiter,user+support,Indeed
2640,"Dublin, OH",Konica Minolta US,user+support,"
Provide on-the-job training (via shadowing) to Support Specialists. Diagnose and remedy network and user issues....",Systems Engineer,user+support,Indeed
2641,"Cincinnati, OH",Cincinnati Children's Hospital,user+support,"
Design, write and complete user documentation. Support departmental efforts to improve customer satisfaction....",Analyst - Lab Information Services,user+support,Indeed
2642,"Cincinnati, OH 45202 (Mount Adams area)",Convergys,user+support,"
Collaborate with business users and analyze user requirements. This is a hands on role that will be responsible for analysis, requirements, prototypes,...",Sr Analyst IT Solutions,user+support,Indeed
2643,"Cincinnati, OH 45202 (Mount Adams area)",FirstAmerica,user+support,"
Assists with repurposing current training content and maintaining the LMS user database. Assesses training delivery needs, supports the delivery in person...",E-Learning Specialist,user+support,Indeed
2644,"Columbus, OH 43240 (Far North area)",Trillium,user+support,"
Working in coordination with appropriate support teams within the service organization to achieve problem resolution and resolve any customer issues....",Customer Service Representative,user+support,Indeed
2645,"Cincinnati, OH",Allegion,user+support,"
Product configurators are useful when an item is available with many different options (at Allegion/ Steelcraft this may include Door styles, sizes, Locksets,...",Product Configuration Specialist,user+support,Indeed
2646,"Cincinnati, OH",Allergan,user+support,"
 Super user community facilitation.  Provide business process support throughout implementation and go-live. Allergan plc (NYSE:....",Business Functional Lead,user+support,Indeed
2647,"Dayton, OH 45402 (Downtown area)",Five Rivers Metro Parks,user+support,"
Provides day to day support for end users of technology systems including support for software issues, mobile devices, remote access and hardware issues....",System Administrator,user+support,Indeed
2648,"Cincinnati, OH 45249",Vantiv,user+support,"
Support end user business processes that include financial close, budgeting and forecasting processes, and related reporting....",Sernior Software Engineer - Hyperion Applications,user+support,Indeed
2649,"Dayton, OH",Radiance Technologies Inc.,user+support,"
Regular on-site support for this function requires a 40-hour, dayshift workweek. Support technical and operational meetings on software applications status and...",Lead System Administrator,user+support,Indeed
2650,"Cincinnati, OH 45233",College of Mount St. Joseph,user+support,"
Provide second level support for all user network related issues. Manager of Technology Support Services. Consult users to determine computing system needs....",Network Administrator,user+support,Indeed
2651,"Dayton, OH",DCS Corp,user+support,"
GUI design and analysis, user centered design principles, data structures, and machine learning algorithms. Working within a research lab environment, you will...",Algorithm Development Engineer,user+support,Indeed
2652,"Cincinnati, OH 45227",Medpace,user+support,"
Participate in the preparation and presentation of internal financial reports to Senior Management and other various business end users....",Revenue Analyst,user+support,Indeed
2653,"Carrollton, KY 41008",Carrollton Utilities,user+support,"
Provides GIS guidance and support to the organization; Demonstrate and explain computer system software capabilities to potential users;...",GIS Coordinator,user+support,Indeed
2654,"Columbus, OH 43215 (Downtown area)",American Electric Power,user+support,"
Provide process support including response to user questions, problem diagnosis and research, troubleshooting, tracking, and resolution....",Workplace Svcs Bus Anlyst - Workplace Svcs Bus Anlyst Sr,user+support,Indeed
2655,"New Bremen, OH",Crown Equipment Corporation,user+support,"
Provide direct support for dealer/customer parts inquiries. This position reports to the Manager - Customer Support....",Product Specialist,user+support,Indeed
2656,"Wright-Patterson AFB, OH","PE Systems, Inc",user+support,"
Provides assistance in risk management, project management, process improvement support, and logistics support....","1024 B-2 Master Scheduler, SME",user+support,Indeed
2657,"Cincinnati, OH",MetLife,user+support,"
Note to Mobile Users:. Support the sales office by meeting with brokers or customers, making cold calls, conducting enrollment meetings or benefit fairs,...",Sales Trainee,user+support,Indeed
2658,"Dayton, OH 45433",United States Air Force Research Laboratory,user+support,"
Laboratory Research Assistant to support the 711th HPW. Position will be located at WPAFB, OH....",Graduate Research Assistant,user+support,Indeed
2659,"Newark, OH",Park National Bank,user+support,"
Support CDD analysts conducting reviews. Ability to communicate technical information clearly based on the needs of the user....",Customer Due Diligence Supervisor,user+support,Indeed
2660,"Columbus, OH",Air Force One Inc,user+support,"
Become technically proficient in specific product lines as necessary to support market. Plans for responsive user interfaces incorporating JAVA, SML and HTML5...",Building Automation Systems BAS Programmer,user+support,Indeed
2661,"Versailles, OH",Midmark Corporation,user+support,"
Develop detailed, user requirements and functional specification documents. Alternative ways of meeting user requirements through improved process....","Analyst I,Business Systems",user+support,Indeed
2662,"Beavercreek, OH",BTAS,user+support,"
Writing support, including:. Expert level user of Microsoft Word, including:. The primary job function is to provide skilled support for the preparation of...","Technical Editor, Beavercreek, OH",user+support,Indeed
2663,"Miamisburg, OH 45342",Danis Building Construction Company,user+support,"
Perform periodic performance reporting to support capacity planning. Maintain Active Directory, create Users and manage group policy....",Systems Administrator,user+support,Indeed
2664,"Columbus, OH 43201 (Weinland Park area)",Battelle,user+support,"
+ Support digital forensics activities. + Develop software tools to support Reverse Engineering and Vulnerability Research....",Cyber Engineer II,user+support,Indeed
2665,"Columbus, OH",Nationwide Mutual Insurance Company,user+support,"
Evaluate and support the secure movement of business IT Assets into IT. Creates and produces complex IT security architecture and engineering solutions to...",IT Security Professional,user+support,Indeed
2666,"Dublin, OH",USM,user+support,"
This is to better support customers who purchase financial products from Nationwide Insurance. Includes analysis of business and user needs, documenting...",Lead Data Analyst - EAD or GC or USC ONLY,user+support,Indeed
2667,"Cincinnati, OH",Mercy Health,user+support,"
Supporting end users, including issue documentation, resolution, and follow up. Ability to research, organize, analyze and synthesize data to support effective...",EPIC Application Developer / Analyst,user+support,Indeed
2668,"Cincinnati, OH",GE Digital,user+support,"
Support process improvements. Drive world-class quality in the development and support of products. Translate requirements / vision into prioritized list of...",Enterprise Application Engineer Specialist,user+support,Indeed
